Field 1,Parent company,Vendor,Business status,link,Country of origin,Software type,Focus,Twitter,Crunchbase,Website shutdown date,B2B vs B2C,Financials,Last edit
142,"Seismic,Permira permira.com Global investment firm","Seismic seismic.com @seismicsoftware app that accesses a cloud-based library of your company’s brand collateral & business materials — all backed by a live data feed — to generate meaningful, integrated content on demand. The single place where all your brand-approved materials are up to date & accessible from anywhere. Can sit inside the salesforce.com CRM or others. Based in CA, US. Partnership with Genuine Interactive. Nu:Pitch became Seismic. (On 8-May-2018, it was announced that Seismic acquired SAVO Group, which had acquired KnowledgeTree 12-Jun-2017. Percolate percolate.com @percolate Percolate Industries, Inc. acquired by Seismic 5-Nov-2019.) 1-Dec-2020, Seismic acquired Grapevine6 (a social & digital sales engagement platform / a way to engage with buyers on social media). As a result of the acquisition, Seismic launched a new integrated offering called Seismic LiveSocial, a social engagement solution for sales & client-facing teams. It leverages the AI engine built by Grapevine6 to help sellers become advisors by authentically engaging with their prospects & clients across the social media landscape. Sales teams can share timely & compliant content from 11k+ third-party publishers across 6 different languages, targeting the right buyers across multiple social platforms. Additionally, brand leaders can measure the ROI of their social engagement strategy. 19-Aug-2021, sales enablement & marketing orchestration platform Seismic acquired Lessonly, a provider of sales training, coaching, & enablement solutions. With this acquisition, the company will provide sellers the access to marketing & sales content as well as coaching plans, learning programs, & practice scenarios in one location. In addition to the acquisition, the company has also closed a $170M Series G funding bringing the company’s valuation to $3B. Obie acquired by Lessonly 29-Jul-2021. Lessonly is part of Seismic.",Active,https://seismic.com,USA,SaaS,,https://twitter.com/SeismicSoftware,https://www.crunchbase.com/organization/seismic-software,,B2B,https://www.owler.com/company/seismic,14 May 2022
,Sellizer sp. z o.o. (ltd.),"Sellizer sellizer.io Sellizer.pl @sellizer comprehensive sales supporting tool that will help you build better customer relationships. Understand your customers better. Close more deals. Each of us needs effective sales process. Sales reps gain access to the tool that effectively supports the sales process. Customers are reassured that the company will contact them while they are reading they proposal. With this solution sales reps can focus on hot leads & customers will get answers to their questions. Motivates sales reps. Sellizer sp. z o.o. (ltd.), Rzeszów, Poland",Active,https://www.sellizer.io,Poland,,,https://twitter.com/sellizer,,,,,16 February 2022
,,"SellsPad SA sellspad.it @SellsPad (former TappCtrl tappctrl.com) sales tool composed of two main elements: Online Web Manager controlled by your Sales Manager or Commercial Director & iPad App installed on all devices distributed & configured for your sales team. Now branded as SellsPad sellspad.com Take orders on the go right from your tablet. Always up to date, fast & secure. Improve your sale cycle efficiency. Have the right information at the right time: Documents, presentations, client info, catalog, etc. even when you are offline. Simplify reporting for the people in the field & get detailed information about what really happens in the field. Brussels, Belgium",Out of Business,http://sellspad.it/,Belgium,,,https://twitter.com/SellsPad,https://www.crunchbase.com/organization/sellspad,14/3/2022,,,14 March 2022
,,"Sendbloom sendbloom.com @sendbloom beautiful, seamless prospecting automation software that helps teams structure, automate & optimize their inside sales processes. The sales organizations at LinkedIn, BMC, Pure Storage, & hundreds of other enterprises rely on Sendbloom daily to increase sales velocity & empower their global initiatives. San Francisco. Feb. 22, 2017, ClearSlide, Sales Engagement Platform, & Sendbloom, Prospecting Automation Software, announced a partnership & integration to increase sales velocity & improve business results. December 12, 2017, ClearSlide joined Corel Corporation. ClearSlide clearslide.com had acquired SlideRocket to let you create & edit presentations in the cloud with slide-by-slide analytics.",Out of Business,,USA,,,,,,,,20 January 2023
,,"Sendside sendside.net Customer Communication Platform & Secure Communication Network. “Goes beyond simple security and takes electronic communication to a new level enabling high-impact, interactive, one-to-one communications between an organization and its clients, customers and/or prospects via the web.” Sendside Deliver: Secure, cloud-based message & document delivery service. Unlike email & other paper-based methods, it helps simplify gathering important documents relating to a transaction and send them to interested parties.",Out of Business,,,,,,,,,,20 January 2023
,,"SenseDoc sensedoc.com gives you content recommendations as you write docs or create slides. The product analyzes your work as you write, then shows content from your hard drive, shared folders & the Internet to pull right into the doc. No more searching through files, googling images or asking for the latest slide on Yammer. We use machine learning techniques, cloud storage & the enterprise social graph to figure out what to recommend & when. Our team has spent 12 months coding a system that can analyze 200,000 document sub-parts & return highly relevant content recommendations within 0.2s. We work natively with PowerPoint & Word - just a simple plugin - within many different authoring apps & on the web. San Francisco, California, US",Out of Business,,USA,,,,https://www.crunchbase.com/organization/sensedoc,,B2B,,21 April 2023
,ServiceNow,"ServiceNow (NYSE: NOW) acquired Attivio IP, core technology, & select R&D talent; announced October 2019. With the addition of the⁦ @attivio ⁩search engine ⁦@servicenow moved beyond keyword-based search to deliver conversational AI & search experiences at scale to customers. servicenow.com cloud-based platform & solutions deliver digital workflows that help people do their best work. Santa Clara, CA, USA. ServiceNow, Inc. acquired Attivio, Loom Systems, Passage AI, Sweagle, Montrêal Canada based Element AI elementai.com @element_ai (on 1-Dec-2020).","Active,publicly-traded company",https://www.servicenow.com,USA,,,https://twitter.com/servicenow,https://www.crunchbase.com/organization/service-now-com,,B2B,NYSE: NOW,18 April 2023
,"""SetSail Technologies, Inc.""","SetSail setsail.co @SetSailCo Get complete & actionable sales signals from across all your systems — automatically & in real-time. AI-powered platform that combines data & behavioral science to drive more revenue per sales rep. Uses AI to identify the buying signals needed to close a deal. The platform then converts these signals into recommendations for sales reps, providing micro-rewards for following the best path of action & building good selling habits. SetSail Technologies, Inc. San Mateo, California, United States",Active,https://www.setsail.co,USA,"SaaS,ML","sales process,sales intelligence,Sales Enablement",https://twitter.com/setsailco,https://www.crunchbase.com/organization/setsail,,B2B,,8 June 2022
146,Setvi Inc,"SETVI setvi.com mobile sales enablement platform. Enables marketing & sales leaders to distribute, manage, update, & control marketing & sales materials instantly, from one central, cloud-based system. Make new or updated content available for instant access by your sales force. BUILD DYNAMIC PRESENTATIONS: Create unique presentations on-the-go & on-the-fly by combining PowerPoint decks, Keynote decks, PDF documents, video, images, live websites, YouTube videos, Vimeo videos, dynamic spreadsheets, 3D graphics, HTML5, & more. Understand which materials are being used by sales representatives & which materials are not. Analyze how customers & prospects engage with your materials. Philadelphia, PA, USA",Active,http://setvi.com,USA,,,https://twitter.com/setviapp,https://www.crunchbase.com/organization/setvi,,,,21 April 2023
16,"""Bloomfire, Inc.""","Seva hiseva.com @HiSevaNYC Seva is a unified search platform that helps knowledge workers discover & organize the information they need at work. We keep revenue teams aligned with frictionless access to content they need, when they need it most. Spend less time finding information & more time using it. Where modern teams find & share knowledge. Teams waste countless hours searching for information at work. Seva makes knowledge instantly discoverable to your teams by unifying information that lives in Google Drive, Box, Dropbox, Confluence, & Slack. Stop wasting time with bad search & move work forward together, faster. Seva Inc, New York, USA. Bloomfire Acquires Seva, enhancing a Knowledge Management Platform with new Federated Search & Generative AI Capabilities. Austin, Texas. 19-Jul-2023, Bloomfire, a company in the knowledge management platform industry, has acquired Seva, Inc., a customer support SaaS company, in a move to bolster its capabilities & expand its reach in the enterprise knowledge management & generative AI space.","Active,Acquired",https://www.hiseva.com,USA,"SaaS,ML","Sales Enablement,Channel (Partner) Enablement",https://twitter.com/hisevanyc,https://www.crunchbase.com/organization/seva,,B2B,,13 September 2023
,"""Shamaym, Inc.""","Shamaym shamaym.com @shamaym_it platform for continuous improvement that creates a culture of high performance in organizations. AI-powered collaborative Win/Loss analysis: Mainly collaborative real-time learning solutions, but also automates the process of a win/loss analysis on its sales team platform. Sales teams often conduct a win/loss analysis after deals are closed, ostensibly to share information with other sales team members about what worked, what needs to be improved, & how the information learned should be applied to future deals. When a salesperson now changes the status of an opportunity (eg in Salesforce), Shamaym automatically generates a deal analysis report, & prompts the salesperson to add their insights & create a win/loss debrief. These takeaways are shared with team members, empowering them to tap into the lessons learned in relevant situations & increase their success rate in future deals. Automating the win/loss analysis process ensures it gets done every time & gives the team the tools they need to be successful for the next deal. Also makes sure salespeople have the information of what works & doesn’t work in the sales process, improving closing rates by continuously updating the team in real-time. Eliminating missed opportunities to close deals: The sales team platform efficiently integrates learning from past experiences into the day-to-day work process of its customers. The automated win/loss analysis adds immediate feedback & creates valuable opportunities to learn at the moment of need. It will improve an important sales process & the opportunities to close deals successfully. Powered by AI, the platform integrates with Salesforce & other CRM systems to deliver real-time sales guidance, increase visibility for managers, & foster strong team collaboration. Shamaym, Inc. Boston, MA, US; Tel-Aviv, Israel",Active,https://www.shamaym.com,"Israel,USA",,,https://twitter.com/shamaym_it,,,B2B,,2 February 2023
97,"""MarketStar QOZ Business, LLC, a Utah limited liability company / AEBE Limited, an Irish company limited by shares""","Sharedemos (old branding of regalix-inc.com) Enablement solutions for sales and technical marketing teams, connected on a single platform. Now https://www.regalix.com or https://www.nytro.ai Mountain View, California, USA. MarketStar QOZ Business, LLC, a Utah limited liability company / AEBE Limited, an Irish company limited by shares with company number 467373, trading as MarketStar marketstar.com @marketstar Outsourced sales & revenue solutions firm MarketStar acquired revenue operations firm Regalix & its subsidiaries, including Nytro.ai, for an undisclosed sum, 2-May-2023. The acquisition will help MarketStar expand its service offerings, especially with the addition of Nytro.ai’s intelligent sales onboarding & revenue enablement platform. Following the acquisition, Nytro.ai will continue to function as an independent subsidiary of MarketStar. Dublin, Ireland – Ogden, UT","Rebranding,Active,Acquired",https://www.nytro.ai,USA,,,https://twitter.com/regalix,https://www.crunchbase.com/organization/sharedemos,,,,4 May 2023
,,"Sharekits sharekits.com https://twitter.com/sharekits A more influential way of sharing sales content. Send multiple sales attachments inside an engaging, trackable page. No more emails crammed with attachments, they’re unfriendly & hurt your sales. Engage prospects & measure buying intent. Package and share your content in a personalized, branded page. Package Your Sales Attachments: Pick your most influential videos, presentations & docs. Share Them as a Single Page: Send everything inside a single & highly engaging page. Track Your Buyer Engagement: Discover who’s interested and who’s not. San Jose, CR. Virtual Works Costa Rica S.A.",Out of Business,,Costa Rica,,,https://twitter.com/sharekits,,24/5/2022,,,24 May 2022
147,Shark Finesse Ltd.,"Shark Finesse Ltd. sharkfinesse.com @SharkFinesse sales engagement platform to support your customer's entire value journey to help you sell more & differentiate from the competition. From demand generation to sales, all the way through to customer success. Shark software enables your team to create customer specific, ROI-based business cases & generates Word, PowerPoint & Excel outputs. Basingstoke, UK",Active,https://sharkfinesse.com,UK,,,https://twitter.com/SharkFinesse,,,,,11 May 2023
20,ShoDeck Ltd.,shodeck shodeck.com (rebranded from former name BuyerDeck. See BuyerDeck above),Rebranding,https://shodeck.com,UK,,,https://twitter.com/BuyerDeck,,,,,21 April 2023
,,"showcase showcasecloud.com Catalog, order, & file management app system for sales & marketing professionals. Content at your Fingertips: Sales reps have all of the most recent content they need right where they can always find it. Easy to update: Marketers & managers rejoice! Showcase lets you distribute sales collateral in just a few clicks. Boost sales effectiveness: Forget paper & dump the big screen. Professionally engage prospects with stunning visuals, all from your tablet. Showcase HQ, Logic Solutions, Ann Arbor, MI, USA",Out of Business,,USA,,,https://twitter.com/showcase_cloud,https://www.crunchbase.com/organization/showcase-2,,,,22 September 2022
148,Showcase Limited,"Showcase Workshop (Showcase Software Limited) showcaseworkshop.com @showcaseworks Wellington, New Zealand. Has customers all over the world. The Showcase Presentation app is free and available for iOS, Android, Windows 8 & web browser viewing option so you can present the same information across your tablets, smart phones & computers. Turn your files into a mobile toolkit with a custom designed interface to match your styleguide. Field-based teams can share any approved file, right from their tablet & see when it was downloaded. Real-time information on the usage of the app by field based teams",Active,https://showcaseworkshop.com/,NZ,,,https://twitter.com/showcaseworks,,,,,3 February 2022
149,Showell Ltd,"SHOWELL showell.com @ShowellApp Simple, Fast & Elegant Tablet Sales App / solution for sharing & presenting documents, videos, images & HTML5 content on the iPad. A sales enablement platform for winning sales teams. Easy & lightning fast platform for sales & marketing teams to provide the best experience for buyers & beat competitors. Sales acceleration & presentation app for iPad, Android & Windows 10. Tool to distribute, present & track your sales materials. Consists of Showell Admin, Showell App & Analytics. Showell Admin is where you manage content, users, permissions & settings. Showell App is what your sales reps use to browse, search, present, create & share content. With Showell’s Analytics you keep track of your sales team’s activities. Enterprise-ready , Showell has an API for integrations, e.g. SSO, CRM, DAM. Provides full support for HTML5 apps, e.g. forms, calculators, configurators, & other interactive content like animations & 3D. Sales Content Management: Central cloud storage for all your sales materials. Upload & organise PowerPoints, PDF’s, videos, images. Let reps know what’s new & notify them by sending push / email messages. Manage users & set permissions. Access analytics & track your sales team’s activities & more. crunchbase.com/organization/showell-the-simple-fast-and-elegant-tablet-sales-app Jyväskylä Helsinki, Finland",Active,https://www.showell.com/,Finland,,,https://twitter.com/ShowellApp,,,B2B,,11 May 2023
154,Showpad,"Showpad showpad.com @showpad Empowering sales & marketing to engage buyers with training & coaching software & innovative content solutions. Makes content easy to find, present, share & measure. Empowers businesses to deliver their content to the right audience at the right time with the most intuitive & robust content platform. Sales & marketing teams work better together to engage with audiences, advance conversations, inspire loyalty & accelerate the business. June 5, 2018, Showpad (around since 2011) acquired LearnCore (provider of sales training & coaching software) to deliver an integrated Sales Enablement platform: Sales content, engagement, training & coaching. LearnCore & Showpad’s combined platform will leverage data analytics & artificial intelligence to optimize investment in content, deliver relevant content recommendations for sales, & improve the skills of sales teams through personalized training & coaching at scale. Showpad expanded its operations with new offices in Amsterdam, Munich, & Chicago. The combined company will have 350 employees globally. Nov. 14, 2018, Showpad sales enablement platform for sellers, acquired meeting intelligence software Voicefox to help with seller productivity, buyer engagement/experience. By recording, transcribing & analyzing business conversations, it gives sales managers the ability to understand & validate what’s happening in the field. Armed with this intelligence, sales managers can more effectively & scalably coach their teams. Chicago, IL, US",Active,https://www.showpad.com,"USA,Belgium",,,https://twitter.com/showpad,https://www.crunchbase.com/organization/showpad,,B2B,,21 April 2023
150,shufflrr,"Shufflrr @Shufflrr shufflrr.com Shufflrr is Presentation Management. Presentation Management is communication strategy. Transform your presentations from one-and-done, to enterprise assets. With Shufflrr, you can finally create, update, share, and broadcast presentations in a fast and efficient manner. Let the world leader in Presentation Management show you how. $2.5M in estimated revenue annually & competes with Grunt. New York City","Rebranding,Active",https://shufflrr.com,USA,,,https://twitter.com/Shufflrr,https://www.crunchbase.com/organization/shufflrr,,B2B,,25 August 2023
141,SAP,"Signavio signavio.com @signavio (now part of SAP) WALLDORF, Germany. 5-Mar-2021, SAP SE (NYSE: SAP) announced it completed the acquisition of Signavio (in the enterprise business process intelligence & process management space). Signavio’s products become part of SAP’s Business Process Intelligence portfolio & complement SAP’s process transformation portfolio. “With Signavio now an official part of our business process intelligence unit, we can help companies quickly understand, improve, transform & manage their business processes at scale.” SIGNAVIO COLLABORATION HUB: Harness the wisdom of the crowd, & transform the way you work together. Discover A New Way To Work: Business processes & decisions are the foundation on which your organization is built. Signavio Collaboration Hub & Live Insights acts as a single source of truth, giving employees across your organization a transparent meeting point to combine their work & expertise. Manage your process content across the entire Signavio Business Transformation Suite. Streamline presentations & provide easy-to-understand updates to your stakeholders. View any & all process content in a clear & simple way. Drive initiatives across your organisation by ensuring everyone is on the same page. PROCESS MINING FOR SALESFORCE: Get the story behind your sales cycle with game-changing insights to supercharge your sales. FACTUAL INSIGHTS DRIVE EFFECTIVE SALES: Signavio Process Intelligence for Salesforce app: Analyze your sales performance over multiple dimensions, & compare the effectiveness of your sales teams across regions, market segments or product lines. Who is doing better than the rest, how are they doing it, & then apply those lessons across your whole organization. Turn your best salesperson into every sales person. Hidden within your sales cycle are habits, risks & process behaviors that can have a dramatic effect on your bottom line. Signavio Process Intelligence for Salesforce: See visually, how your sales process is actually being executed. See every action & interaction over time, from the moment leads enter the top of your funnel through to deal closure. Refine your sales methodology, focusing entirely on excellence across the end-to-end sales cycle. Monitor & identify inefficiencies, duplication, or wasted steps within your sales cycle: The whole picture of how your sales have performed over time, not just a single point in time like traditional business intelligence. Taking this historical view is crucial to understanding how to improve the way you’re selling & continuously upskill your sales team. Signavio ANZ PTY LTD, Melbourne VIC 3008, Australia & Signavio UK Ltd., London NW1 6JJ, UK & elsewhere & Berlin, Germany","Acquired,Active",https://www.signavio.com,"Germany,UK,Australia,India,USA",,,https://twitter.com/signavio,,,B2B,https://www.signavio.com/news/sap-acquisition-signavio/,21 April 2023
151,"""Sitecore Holding II A/S, a Danish limited liability company"",EQT Partners AB","Sitecore sitecore.com @Sitecore: Unify & automate content lifecycle & workflow & for a complete content development solution. Digital experience platform combines content, commerce, & personalization so marketers can easily create seamless, individualized experiences. We capture interactions at every touchpoint to provide a personalized experience continuously across every channel. San Francisco, California. Denmark. Sweden? Sitecore was acquired by EQT (EQT Partners AB) for $1.1B on Apr 1, 2016. This deal was done in Cash & Stock.","Acquired,Active",https://www.sitecore.com,"USA,Denmark,Sweden",,,https://twitter.com/Sitecore,https://www.crunchbase.com/organization/sitecore,,B2B,https://www.crunchbase.com/organization/eqt-holdings,5 April 2022
152,Sizle Pty Ltd.,"Sizle sizle.io @sizle_io all-in-one document collaboration & analysis toolkit used in 150+ countries. No matter what you’re sharing, ensure the right files are sent to the right people at the right time. ""Seeing how much time prospects spend on each slide of a presentation a helps us optimize all of our sales and marketing collateral."" ""I find the concept of using a presentation together with a lead capture workflow genius, I use Sizle when I need to send a document to a new prospect."" Sizle Pty Ltd., Melbourne, Australia",Active,https://sizle.io,Australia,,,https://twitter.com/sizle_io,https://www.crunchbase.com/organization/sizle,,B2B,,24 February 2022
,"""MAAD LABS, LLC, a Pennsylvania limited liability company doing business as Skillbuilder.io""","SkillBuilder https://skillbuilder.io get everyone answering the toughest sales & product questions when it matters most. Skillbuilder is a product built out of maad labs https://twitter.com/maadlabs to help users easily identify commonly asked questions and crowdsource their teams for the best answers. SkillBuilder is the simplest way to organize a database and visualize all the questions you're getting asked by colleagues, prospects, and clients, in one easy-to-search place. MAAD LABS, LLC, a Pennsylvania limited liability company doing business as Skillbuilder.io Pittsburgh, PA, USA",Active,https://skillbuilder.io,USA,SaaS,"learning management system,training / onboarding,knowledge management",https://twitter.com/kitmueller & https://twitter.com/maadlabs,,,"B2C,B2B",,10 May 2023
,"""Skore Technologies, Inc""","Skore.io skore.io @SkoreHQ cross-team knowledge platform that ties into your workflow & boosts results fast. Build a knowledge hub to exchange new ideas, link to shared drives, upload files, publish articles, & make notes on a collaborative space. Sustain culture, prevent turnover, onboard new hires, provide training, share processes, publish org charts, job descriptions, & [commission] documentation. Increase sales by training & motivating the team, monitoring engagement, rewarding top sellers, delivering product information, & sharing best practices. Use it as the main channel to disseminate information to sales/channels, including announcements, new releases, & price updates. Marketing: Organize project information, keep a library of updated documents, introduce & discuss new ideas, search for references, seek inspiration, & boost creativity. Deliver content in form flipped classroom & courses, test & measure learning outcomes, assign grades, & introduce new methodologies to teachers. Integrate it with tools & processes already in place to make them more efficient. Sunnyvale, CA. São Paulo, Brazil",Out of Business,,"USA,Brazil",,,https://twitter.com/skorehq,,,,,14 May 2022
156,"SKURA,""Indegene Omnipresence, Inc""","SKURA SFX Sales Enablement solution skura.com Adaptive Sales Enablement platform built for the sales rep & company of the future. Puts the salesperson & the customer at the center of the equation by providing the capabilities, features, and usability required for real customer engagement, & real sales enablement. Sub brands: indegene omnipresence omnipresence.indegene.com (Life Sciences Customer Engagement) & WHUT Inc. whut.com (Offers manufacturers a powerful Sales Enablement that is a complete content, presentation, & engagement platform to help manufacturers sell more. Specifically designed for manufacturers’ field salespeople to operate at their peak, & for managers & marketing to have the visibility you demand.) WHUT is out of business or was rebranded to klyck.io & moved to Toronto (See above)? Oakville near Toronto, ON, Canada. Indegene Acquires Skura","Rebranding,Out of Business,Pivoted",,Canada,,,,,,,,22 January 2023
,Salsify Inc.,"SKUvantage skuvantage.com.au a solution to the challenges of creating, managing & distributing product content. Drive your e-commerce & digital strategy with great product content from SKUvantage. Australia’s only full-service specialist provider for product content. Gathering, producing, structuring, & delivering product content to our retail & manufacturer clients. With great product content, their customers have a great online & multi-channel experience & can make informed choices about what they purchase. The SKUlibrary platform is a cloud-based product content management solution designed by online retailers to make managing product content as easy as possible. Sydney, NSW, Australia. Now part of Salsify salsify.com @Salsify helps brand manufacturers, distributors, & retailers in over 100 countries collaborate to win on the digital shelf. Boston, MA, USA. 30-Oct-2021, Commerce experience management platform @Salsify acquires Australian content solutions provider SKUvantage. Salsify Inc.","Active,Acquired",https://www.skuvantage.com.au,Australia,"SaaS,marketplace","retail,eCommerce",https://twitter.com/Salsify,,,B2B,,6 February 2023
137,Salesforce,"Slack slack.com/intl/en-au/solutions/sales @slackhq Salesforce acquisition 1-Dec-2020. Enterprise software platform that allows teams & businesses of all sizes to communicate effectively. Hub for your sales management process: From research to pitch decks to contracts, Slack is where sales happens. Sales teams use Slack for: COMMUNICATION, AUTOMATION, TEAM-BUILDING, HANDOFFS. SF, CA, USA. Slack acquired by Salesforce 1-Dec-2020. Combining @SlackHQ with @Salesforce Customer360 “will be transformative, creating the operating system for the new way to work. Together, we’ll enable companies to grow and succeed in the all-digital, work-from-anywhere world.” Slack shareholders will receive $26.79 in cash & 0.0776 shares of Salesforce common stock for each Slack share, representing an enterprise value of approx. $27.7 billion based on the closing price of Salesforce’s common stock on 30-Nov-2020.","Active,Acquired",https://slack.com/intl/en-au/solutions/sales,"USA,Canada",SaaS,team collaboration,https://twitter.com/slackhq,https://www.crunchbase.com/organization/slack,,B2B,https://www.salesforce.com/news/press-releases/2020/12/01/salesforce-definitive-agreement-update/,21 April 2023
14,Bigtincan,"SlideRocket @SlideRocket is a part of ClearSlide, the leading Sales Engagement Platform. On July 1, 2018, the SlideRocket service was permanently discontinued and is no longer accessible. ClearSlide clearslide.com acquired SlideRocket to let you create & edit presentations in the cloud with slide-by-slide analytics. On 12-Dec-2017, ClearSlide joined Corel Corporation. Then on 23-Dec-2020, @bigtincan announced that its wholly owned US subsidiary, BTC Mobility, LLC has entered into a binding Stock Purchase Agreement with Corel, Inc where Bigtincan agreed to pay $22.6M for @ClearSlide, the sales engagement technology platform with hundreds of customers across three continents. The company has estimated annualised recurring revenue of $5.2M. Bigtincan completed a $35M institutional equity raise to support the purchase. ClearSlide’s customers include The Economist & GoDaddy. The acquisition will add 32 staff members to Bigtincan’s books. Shares in Bigtincan (ASX:BTH) are trading 2.24 per cent lower at $1.09. This sale of ClearSlide might mean Corel has exited the Sales Enablement market.",Acquired,https://www.clearslide.com/product/sliderocket/,USA,,,https://twitter.com/SlideRocket,,,,,22 January 2023
160,"""6sense Insights, Inc.""","Slintel slintel.com @Slintel_Inc Enabling companies to prospect better & scale faster by providing lead Intelligence & sales enablement support. Helps companies boost conversion rates by getting in front of the right prospects at the right time, using the right medium & with the right content. $2M in estimated revenue annually (But grew 800% recently on some metrics) & competes with Infer, Leadspace, & Lattice Engines. San Francisco, CA, USA. 5-Oct-2021 6sense (6sense Insights, Inc.) acquired Slintel for an undisclosed amount.","Active,Acquired",https://www.slintel.com,USA,,,https://twitter.com/Slintel_Inc,https://www.crunchbase.com/organization/slintel,,,,29 March 2022
155,SmarkLabs LLC,SmarkLabs smarklabs.com @SmarkLabs communications agency. Develops sales playbooks based on a communications framework built to enable front line sales efforts. Bridges the gap between sales & marketing through integrated strategies that develop buyer demand & optimize revenue acquisition. Chicago. SmarkLabs LLC,Active,https://www.smarklabs.com,USA,,,https://twitter.com/SmarkLabs,,,,,22 September 2022
,SmartCue Inc.,"SmartCue getsmartcue.com @getSmartCue Personalized Product Demos. Create personalized demos for EVERY prospect. Deliver tailored demos to help you win more deals! SmartCue enables teams to create personalized, contextual product demo libraries for their prospect demos. Visual & textual cues show up in real-time from your library when you are demoing to your prospects. Launched a Chrome Extension. Only supports web apps as of now. Mobile & CRM integrations are coming soon. SmartCue Inc. Denver, CO, USA",Active,https://www.getsmartcue.com,USA,SaaS,,https://twitter.com/getsmartcue,,,B2B,,9 February 2023
,Smartsheet Inc.,"Smartsheet smartsheet.com @Smartsheet (NYSE: SMAR) Smartsheet (Brandfolder DAM / 10,000ft / TernPro / Slope / Converse.AI) enterprise platform for dynamic work. Flexible, no-code platform that empowers teams of any size to build the solution they need, & adapt as needs change. Smartsheet's acquisition of the DAM Brandfolder for $155M is expected to close in September 2020. Smartsheet will continue to operate Brandfolder as a separate product. The acquisition adds 50 employees to Smartsheet’s workforce. Seattle, USA. 16-Jan-2018, Smartsheet acquired Converse.AI","Active,publicly-traded company",https://www.smartsheet.com,USA,"no code,SaaS",,https://twitter.com/Smartsheet,https://www.crunchbase.com/organization/smartsheet-3,,B2B,https://finance.yahoo.com/quote/SMAR/,2 June 2022
157,"""MobillionLabs, Inc."",""SmartWinnr, Inc.""","SmartWinnr smartwinnr.com @smartwinnr Gamified platform to improve sales & training through better retention. Compliance onboarding, Sales Development, Sales Knowledge, Learning. “Sales Acceleration Platform: Drive knowledge through AI-driven quizzes & feeds. Enhance performance by data-driven coaching. Boost performance by gamifying Sales KPIs.” AI-driven gamified platform that helps your team to be smarter, sell more & stay compliant. MobillionLabs, Inc., San Francisco, CA / Walnut, California & Gachibowli, Hyderabad, India. SmartWinnr, Inc.",Active,https://www.smartwinnr.com,"India,USA",,,https://twitter.com/smartwinnr,https://www.crunchbase.com/organization/smartwinnr,,,,22 September 2022
,Snackwyze LLC,"Snackwyze snackwyze.com @snackwyze Interactive click-through demo automation platform for product-led teams. Create interactive product experiences from screen recordings in seconds. Great for SaaS walkthroughs, product tours, software demos, how-to guides & more! SUPER SIMPLE SELF-SERVICE DEMO AUTOMATION: Scale Presales Simply. Snackwyze is for Presales teams who want to keep it simple. Record your screen & see interactive clickthrough demos come to life in seconds. Enable buyers with interactive, self-service experiences you can create simply with a drag&drop code free editor. Discover additional key stakeholders organically, understand their preferences better & close deals in record time. CONSISTENT BUYER ENABLEMENT: Are you reinforcing your prospect’s trust throughout their buying journey? Snackwyze for product & growth marketing: Show, don’t tell! Avoid Pre-mature demo meetings, guide your prospects to “Aha” moments instantly, connect prospects to the right sales experts when ready. California, USA",Active,https://snackwyze.com,USA,SaaS,"Buyer Enablement,Sales Enablement",https://twitter.com/snackwyze,,,B2B,,22 September 2022
,,"Snaphud snaphud.com @snaphud Engage all stakeholders in one professional deal space and close more sales. Brings inside sales reps & all decision makers together in one deal space where they can engage in the sale. “Lose your champion and your deal/account dies! If you need a highly effective way to grow from single to multi-threaded in your sales, we’ve got you covered.” Toronto, Ontario",Out of Business,,Canada,,,,,,,,22 September 2022
,Sumeru Equity Partners,"Firstup, Inc. former SocialChorus socialchorus.com @socialchorus 15-Jul-2020, SocialChorus acquired by Sumeru Equity Partners for $100M USD. Develops employee communication & engagement platform intended to transform workers & organizations connect. socialchorus.com/use-cases/sales-enablement/ Keep Your Field Sales Teams Better Informed: Distributed sales teams need frequent, rapid communications from their sales managers to stay ahead of the competition. Additionally, they need regularly updated sales enablement materials to effectively reach their prospects. $16M in estimated revenue annually & competes with Phobio, Dynamic Signal, & GuideSpark. San Francisco, California, United States. San Francisco, CA. 14-Sep-2021, SocialChorus & Dynamic Signal, two SaaS companies in the digital employee experience (DEX) market have combined to create Firstup, a new company built to reimagine employee connection through transformative workforce communications. Firstup reflects a vision for the future of the modern workforce, in which forward-looking, employee-first companies can reach, connect, and engage every worker, everywhere. https://firstup.io/","Active,Pivoted,Rebranding,Acquired",https://firstup.io,USA,SaaS,,https://twitter.com/Firstup_io,https://www.crunchbase.com/organization/socialchorusinc,,B2B,,22 May 2022
