Field 1,Parent company,Vendor,Business status,link,Country of origin,Software type,Focus,X.com (Twitter),Crunchbase,Website shutdown date,B2B vs B2C,Financials,Last edit
44,Ikigai,"SalesHandy (their product DocShare docshare.io is out of business. It was a document tracking app) SalesHandy.com @saleshandy (send, track, control, engage & present sales collateral with actionable document analytics. CENTRALIZED SALES COLLATERAL: Manage all your sales documents at one place. Organize your files by teams, company or private.) Ikigai, India (Ahmedabad, Gujarat)",Active,https://www.saleshandy.com,India,,,https://twitter.com/saleshandy,,,B2B,,13 February 2025
,SATeNAV PTY LTD,"SATeNAV satenav.com.au sales navigation for enterprise closers. Take the guesswork out of complex B2B sales. Increase your closing rate with the solution that codifies your path to predictable winning. Cloud-based enterprise-grade SaaS Sales Assessment Tool (SAT) designed to assist the seller to navigate through the journey of a complex sale. Made by Deal Makers for Deal Makers. SATeNAV is delivered to your sellers via an accessible & secure online platform that allows team collaboration, validation, & momentum. Working alongside your CRM, SATeNAV is a partner application to drive qualified opportunities to closure. SATeNAV PTY LTD. Melbourne, Victoria, Australia",Active,https://satenav.com.au,Australia,,,,,,B2B,,29 December 2025
135,SalesHood Inc.,PartnerHood Channel (Partner) Enablement by SalesHood https://saleshood.com/sales-enablement-platform/partners/ See SalesHood,Active,https://saleshood.com/sales-enablement-platform/partners/,USA,,Channel (Partner) Enablement,https://twitter.com/saleshood,https://www.crunchbase.com/organization/saleshood,,B2B,,13 February 2025
135,SalesHood Inc.,"SalesHood saleshood.com sales productivity SaaS platform engaging salespeople to share best practices & learn from each other. Increase deal & ramp velocity fast. Do sales training & onboarding. Publish sales content to reps. Run weekly sales meetings. Facilitate peer-to-peer coaching. Etc. Available for web, iPhone & iPad. $10M in estimated revenue annually & competes with Velocify, Inc., DialSource, & ringDNA. ENABLE YOUR PARTNERS LIKE YOUR SELLERS WITH PARTNERHOOD: Become your channel partner’s best resource by enabling them to sell & service your customers just like your own customer-facing teams. Always up to date on your latest offerings with a branded & secure PartnerHood. We help companies make it happen efficiently & securely. Launched SkillsHood. Get everyone in the organization speaking the same language with MEDDPICC sales methodology techniques & practices. Qualify deals more efficiently, mitigate deal risks, improve forecasting accuracy, drive urgency with your buyers and drive an accelerated & higher-performing sales process. San Francisco, CA, USA",Active,https://saleshood.com,USA,ML,Sales Enablement,https://twitter.com/saleshood,https://www.crunchbase.com/organization/saleshood,,B2B,,25 November 2025
,Dreamline Digital FZCO,"SalesifyAI salesify.ai @SalesifyAi Former rewindsales. Ai Sales Coach. Meet Salesify, your AI-powered sales coach ready to transform your pitch! Salesify is a conversational intelligence platform designed specifically for B2B sales teams. It offers an innovative suite of features, including real-time transcription of sales calls, comprehensive analysis, seamless email integration, and actionable insights derived from virtual sales interactions. This tool is engineered to empower sales professionals by optimizing their call strategies, enhancing customer engagement, and ultimately driving sales performance. Built with #nocode & @bubble. Dreamline Digital FZCO Dubai, UAE & Canada & Miami Beach, Florida, USA","Pivoted,Rebranding,Out of Business",,"Canada,USA,UAE","no code,ML",Call Coaching,https://x.com/SalesifyAi,,24/10/2025,"B2B,B2C",,24 October 2025
,SalesITV Applications Pty Ltd,"SalesITV https://deanmannix.com/salesitv/ Delivering extraordinary ROI to clients by empowering sales managers to be better sales coaches using world-class sales training methods. “We blend world-class content, a proven sales & sales coaching methodology, online tools & a highly experienced team”. Sydney, Australia","Active,Zombie?,maintenance mode company?",https://deanmannix.com/salesitv/,Australia,,,https://x.com/salesitv,,,,,29 December 2025
,,"Salesforge former salesforge.io now https://www.salesforge.ai or salesforgeai.xyz @franksondors Salesforge – The only sales execution platform you’ll ever need. All-in-one sales execution platform for B2B Sales. Get 30%–60% more demos while lowering cost by 20%-40% Forging a unified sales engine to replace point solutions, powered with AI: Consolidate your sales stack. Reduce cost per rep. Drive more revenue. V. Frank Sondors is the founder of Salesforge.io now https://salesforge.ai in Germany","Active,Pre-Launch",https://www.salesforge.ai,Germany,"no code,ML",sales process,https://twitter.com/franksondors,,,B2B,,29 December 2025
,"iStar Skill Development Pvt Limited.,Salesken AI Inc","SalesKen.ai https://salesken.ai @SalesKenAi Conversational Intelligence for sales teams to sell better.  Gives you insights into the last mile of customer-salesperson interactions. See how your sales team communicates with customers on calls, presentations & webinars and get insights into what they are doing right, & where they need help. Also lets you help your sales team improve with customized learning content to help them up their game & win! iStar Skill Development Pvt Limited. Lewes, Delaware, USA & Bengaluru Area, India. Salesken AI Inc",Active,https://salesken.ai,"India,USA","SaaS,ML","call center agents,Call Coaching",https://x.com/SaleskenAi,,,"B2B,B2C",,29 December 2025
136,"Vista Equity Partners,""Salesloft, Inc."",""Clari, Inc.""","SalesLoft Aug 7, 2025: Clari and Salesloft Announce Agreement to Merge. salesloft.com @SalesLoft sales engagement platform. Transform the way sellers engage with their customers by delivering a better selling experience. Experience marketing & sales alignment on a single platform. With visibility & easy collaboration on templates, sales plays, & lead routing, SalesLoft puts marketing & sales on the same page. Expanded Machine Learning (ML) capabilities enable sales professionals to take personalization to the next level. Eg: Seniority model automatically recognizes a person’s position in the organization & place them into the ideal persona-based cadence. Hot Leads injects Artificial Intelligence (AI) into workflows where it counts, prioritizing engaged contacts, so users can focus their efforts connecting with the right people at the right time. $26M in revenue annually & competes with Outreach, Velocify, Inc., & Insidesales.com. 2k+ customers, including Square, MuleSoft, WeWork, & Dell, use the company’s sales engagement platform to engage in more relevant, authentic & sincere ways. Headquartered in Atlanta, they have additional locations in San Francisco, New York City & Guadalajara, Mexico. Atlanta, GA, USA. 23 Dec 2021 — Salesloft Announces Strategic Growth Investment from Vista Equity Partners Achieving a $2.3 Billion Dollar Valuation. ATLANTA, February 13, 2024 — Salesloft, the provider of the first and only AI-powered Revenue Orchestration Platform, today announced the acquisition of Drift, the buyer experience and Conversational AI company. The combination of Salesloft and Drift allows companies to orchestrate a personalized, omnichannel buyer journey powered by AI, providing a buying experience that drives pipeline & revenue outcomes. https://www.salesloft.com/company/newsroom/salesloft-acquires-drift Aug 7, 2025: Clari and Salesloft Announce Agreement to Merge","Active,Acquired",https://www.salesloft.com,"USA,Mexico",SaaS,Sales Enablement,https://twitter.com/salesloft,https://www.crunchbase.com/organization/salesloft,,B2B,https://www.salesloft.com/company/newsroom/salesloft-acquires-drift,8 August 2025
,,"Salesmachine (Drucker) usesalesmachine.com @usesalesmachine chrisstrobl.com @nocodechris No Code. “Because Salespeople are Rockstars: Salesmachine empowers anybody to create within minutes the most exciting & informative product demos the market has ever seen. Share winning demos with your clients. Know more, show the product and miracles will happen.” app.usesalesmachine.com/login Drucker allows your sales team to share interactive demos with clients. chrisstrobl.com/article/my-new-startup-salesmachine “My new startup Salesmachine. I’m the CTO and Co-Founder of Salesmachine. More soon.” Built with Webflow, Bubble & Figma. Started sometime just before 25-Nov-2022. Palo Alto, CA, USA. German founder.",Out of Business,,"USA,Germany","no code,SaaS",,https://twitter.com/usesalesmachine,,,B2B,,23 November 2025
37,dink bvba,"SalesMatik, d!nk’s sales enablement suite, is now available in Microsoft AppSource (See d!nk)",Rebranding,https://www.dink.eu,Belgium,,,https://twitter.com/dINK_sales,https://www.crunchbase.com/organization/dink,,B2B,,23 November 2025
,M3E,"SalesMods m3esolutions.com/en/ @M3E_Solutions designed to integrate all kind of customized additional modules (“Mods” – Micro Apps) for your specific needs. Cross-functional alignment by optimizing processes & user satisfaction in different departments (Sales, Marketing, Production, Quality, Supply Chain, etc.). PRODUCT INFORMATION MANAGEMENT (PIM): Designed to integrate easily multiple information from internal (ERP, CRM…) & external databases in innovative interactive product sell sheets. DIGITAL ASSET MANAGEMENT (DAM): Facilitate, accelerate & optimize your client visit – thanks to an unique automatic personalization of all sales relevant information for every commercial. Access on-/offline to all your presentations, documents, – video, catalogues, promotions, etc. Smart Content: personalized – automatic updates. A “Sales Engagement 4.0” tool. Paris, France",Active,https://www.m3esolutions.com/en/,"France,Germany",,,https://x.com/M3E_Solutions,,,B2B,,25 November 2025
,Salesmotion Limited,"Salesmotion salesmotion.io https://x.com/salesmotion_io Unlock Revenue with Account Intelligence Agents – Target, engage & win using intel, signals & AI-messaging. Account Intelligence for Enterprise Sales. Salesmotion’s AI-powered platform researches & monitors every account 24/7—tracking news, jobs, earnings, & company updates. It brings everything into one platform, flags relevant signals, explains why they matter, & recommends sales plays to drive more revenue. Monitor Accounts for Relevant Buying Signals: Get notified via email, Slack or trigger a workflow when something relevant happens in your target accounts — from news & earnings to press, podcasts, SEC filings & more. You choose what matters, & Salesmotion surfaces it, 24/7, across 1 or 1000 accounts. Get Instant Account Briefs, Research & Insights: Salesmotion generates exec summaries, SWOTs, POVs, & account-specific briefs with insights — all built from live signals & backed by source data. From leadership changes to product launches, everything you need for QBRs, territory planning, or outbound strategy is in one place. Use Relevance, Timing & Full Context: Once you know what changed, Salesmotion helps you say something relevant. Find key topics across accounts, then generate messaging ideas linked to your product, differentiators, & proof points — all tied to verified signals. Connect the insight to the contact & get outbound-ready in minutes. Salesmotion Limited. London, United Kingdom",Active,https://salesmotion.io,"Spain,UK","ML,SaaS","sales intelligence,automation,searching finding discovery,knowledge management",https://x.com/salesmotion_io,,,B2B,,25 November 2025
,,"Salespatron salespatron.com mobile-first sales enablement solution: Easily distribute any sales content to your sales reps with a single click/tap & ensure only the latest content gets used. With advanced analytics, find out how your content gets used in the field & align sales & marketing goals. Find out how your content gets used & create better content. Have a structured analytical way to know which pieces of sales content gets used more often than others & by whom. Use these insights to create even better content next time to improve rep productivity. Increase ROI on marketing content by helping reps close more deals. Reps gets insights on how clients are engaging with their emailed sales content with analytics like when was a certain content opened, which pages were read & for how long. This allows reps to follow-up smarter & close more deals. Reps have all content available at their fingertips neatly organised & updated any time on any device, even offline. New Delhi, India",Out of Business,,India,,,,,,,,20 January 2023
,Leadrilla Inc (doing business as SalesRiver),"SalesRiver salesriver.com All-in-One Sales Platform for Distributed Teams. Acquire, route, sell, manage - like never before. Capture in-market consumers wherever, whenever and however you need them - your own sources or ours. INTELLIGENT ROUTING: Eliminate manual processes. Deliver each prospect to the right person every time – with lightning fast automations. SALES ENABLEMENT: Bring a powerful suite of tools to your salespeople. Efficiently sell every type of lead with built-in compliance. SALES MANAGEMENT: Transparency combined with layered controls provides you with a customizable, all-in-one platform that maximizes results. Lexington, Kentucky, United States. Leadrilla Inc (doing business as SalesRiver)",Active,https://salesriver.com,USA,"SaaS,ML",,,https://www.crunchbase.com/organization/salesriver,,B2B,,29 December 2025
,Bizight Solutions Pvt. Ltd.,"SalesPanda salespanda.com @SalesPanda An Integrated Sales Enablement & Acceleration Platform for all your Sales Channels. SALES ENABLEMENT: Provide effective training & coaching, & build a strong internal communication channel for your sales teams & partners. Help them understand products & services better to build stronger sales pitches. SALES ACCELERATION: Establish an influential online presence & create consistent communication via sales teams & partners. Provide them with an individual microsite, co-branding, marketing collaterals, campaign automation, & more. SALES ENGAGEMENT: Boost productivity, improve closures, & get visibility into your sales pipeline. Monitor & manage your sales teams & partners customer engagement in real-time, optimise campaigns & grow your sales funnel. Bizight Solutions Pvt. Ltd. / Bizight Solutions Private Limited (Bizight). New Delhi, Delhi, India",Active,https://www.salespanda.com,India,SaaS,,https://twitter.com/salespanda,,,B2B,,18 July 2025
138,,"SaleSphere GmbH subsidiary of mVISE AG Germany mvise.de salesphere.com @SaleSphere_App SaaS product – mobile sales & field service solution. Digitises existing field work processes & simplifies administrative procedures. Quick access to relevant information & media – simplifies the presentation of product offers. Integrations: Salesforce.com, Microsoft Dynamics (CRM), SAP (CRM), Pipedrive, SugarCRM, Vtiger, SAP Business By Design, Adobe Marketo, Citrix GoToWebinar. Some customers: L’orel, BOSCH, Julius Meinl, MyHilda, Hoffmann Group, H&T Presspart, etc… HQ in Duesseldorf, NRW, Germany. Additional offices: Frankfurt am Main, Hamburg, Munich & Bonn.","publicly-traded company,Active",https://www.mvise.de/?lang=en,Germany,,,,,,,,18 July 2025
139,LivePreso Pty Ltd,"SalesPreso salespreso.com @SalesPreso (“an enterprise sales platform designed to ensure that all your salespeople tell your best sales story, every time.” Transforming enterprise sales by automating its most time-consuming activity: creating customised presentations. Replaces traditional PowerPoint presentations, made by sales, with centrally-managed interactive presentations that integrate customer-relevant data from unlimited sources. They call them “presos” & automate them to ensure they are bespoke to each customer; their profile, industry, geography, competitive position, & their market activity. Presos are complex, data-driven, highly interactive presentations; incorporating elements such as ROI calculators, dynamic workflows for guided selling, product demos, & digital signatures. Creating traditional presentations that are customer-relevant uses the greatest amount of sales preparation time; as much as between 50-80% of the working week.) Rebranding to livepreso.com @livepreso “LivePreso automatically makes the perfect content for each customer experience.” Presentation platform SalesPreso raised AUD$5M, & rebranded as LivePreso as it ramps up its offering for business. Shearwater Growth Ventures, the $50 million Sydney VC fund co-founded by former WiseTech directors Charles Gibbon & Mike Gregg, with managing partner Zac Zavos, led the round. Melbourne investor & MedAdvisor chair Chris Ridd will join the LivePreso board. The funds will be used to further develop the LivePreso platform to automate the creation of digital content for business-critical meetings like account renewals, reviews, business development & new sales opportunities. Melbourne, Victoria, Australia","Active,Rebranding",https://livepreso.com,Australia,,,https://twitter.com/livepreso,https://www.crunchbase.com/organization/livepreso,,,,18 July 2025
,,"SalesProQuo salesproquo.com Sales intelligence platform designed for - & built by - the sales community. SPEND LESS TIME RESEARCHING & MORE TIME SELLING: Combines artificial intelligence with crowdsourced data to provide all the information you need to start selling faster. Close more deals fast by using machine learning to transform data into actionable intelligence. Tap into the hidden power of the sales community to unlock the knowledge of other salespeople. Venice, LA",Out of Business,,USA,,,,,,,,20 January 2023
,SalesRabbit Inc.,"salesrabbit salesrabbit.com SalesRabbit Inc. Sales Rabbit is an outside sales app. A sales enablement service & mobile CRM designed specifically for outside sales, including field sales and door-to-door sales teams. The canvassing app provides solutions for lead tracking, lead management, & all your other field sales & d2d needs. (Door to door). Lehi, Utah, USA",Active,https://www.salesrabbit.com,USA,SaaS,"CRM,mobile,outside sales",https://twitter.com/sales_rabbit,,,B2B,,18 July 2025
,"""Bright Market, LLC dba FastSpring""","SalesRight salesright.co now https://fastspring.com/interactive-quotes/ @SalesRightCo https://twitter.com/SalesRightCo helps SaaS sales teams close deals faster through Interactive Live Quotes. Developer of a cloud-based platform designed to allow SaaS sales teams to deliver pricing & close deals faster. The company’s platform is an interactive quote delivery software that accelerates the quote creation, delivery & close process. The software’s Interactive Live Quotes increase conversion rates for SaaS sales teams while reducing time spent per opportunity. Quotes provide prospects with interactive buying experiences backed by sales psychology, while serving up the analytics sales teams need to accelerate the deal to close. Sales reps save 10+ hours a month by replacing pricing spreadsheets, slide decks & proposals. Halifax, Nova Scotia, Canada. 19-Nov-2020: Acquired by FastSpring; Bright Market, LLC dba FastSpring, USA",Acquired,https://fastspring.com/interactive-quotes/,Canada,,,,https://www.crunchbase.com/organization/salesright,18/6/2024,B2B,https://salesright.co/fastspring-acquires-salesright-release/,25 June 2024
,Salestable.AI Inc,"SalesTable.AI https://www.salestable.ai @salestable_ai All-in-one sales enablement platform for founder-led sales. Reduce Ramp Time. Close Deals Faster. Increase Revenue. Level up your sales team’s performance with our comprehensive onboarding, training & ongoing assessment. Track your team’s work with real-time data & analytics. Salestable.AI Inc San Ramon, California, USA",Active,https://www.salestable.ai,USA,"SaaS,ML","Sales Enablement,training / onboarding",https://twitter.com/salestable_ai,,,B2B,,18 July 2025
,Elyon GmbH,"Salesteq salesteq.com @Salesteqcom former salesteq.ai The AI Sales, Marketing and Service Platform. Salesteq is a member of the NVIDIA Inception Program. Salesteq is an AI-driven platform revolutionizing sales and marketing operations through agentic AI solutions. We help businesses enhance sales and marketing processes, ensuring efficiency, performance, and scalability at every stage. By harnessing cutting-edge agentic AI, Salesteq empowers teams to focus on high-impact strategies, reducing manual tasks and operational inefficiencies. Our mission is to remove repetitive and standardized workflows with an agentic workforce that boosts employee productivity in both sales and marketing efforts. Zug, Switzerland / Zurich, Switzerland. Elyon GmbH.",Active,https://www.salesteq.com,Switzerland,"SaaS,ML",,https://x.com/salesteqcom,,,B2B,,18 September 2025
,,"SalesValue @salesvaluexpert also see @thomasthejn salesvalue.net Sales & Consulting Enablement made easy / Sales & Consulting Enablement solution: Intelligent content management, Automated knowledge sharing, Personalized recommendations, Analytics & insights. Activates the knowledge & power of your whole organization. “We enable your Value Creators to help your customers.” SalesValue ApS, Capital Region, Denmark. Now dk.devoteam.com/partnere/google-cloud/",Out of Business,,Denmark,,,https://twitter.com/salesvaluexpert,,,B2B,,13 February 2025
,,"Salesvue salesvue.com @Salesvue Salesforce-native sales engagement platform. With a single user interface for tasks, appointments, opportunities, & more, there’s no guessing what to do, or when. Sales cadences provide structure for consistent engagement, whether it be outbound prospecting, quarterly customer touchpoints, or anything in between. Plus, save your sales reps critical time with repeatable cadences, automated & bulk email options, email templates, & more. Indianapolis, IN, USA",Active,https://salesvue.com,USA,"SaaS,Salesforce.com Package","prospecting,email,outreach,engagement,sales process",https://twitter.com/salesvue,https://www.crunchbase.com/organization/salesvue,,B2B,,13 February 2025
,,"SalesWedge saleswedge.com @SalesWedge like eHarmony for sales. Account executives can instantaneously find their counterparts in an alliance to get insight and referrals into accounts. Executives can measure partner engagement & impact. “Alliance enablement tool” Toronto, Ontario, Canada",Out of Business,https://twitter.com/SalesWedge,Canada,,,https://twitter.com/SalesWedge,,,,,18 July 2025
,,"Salient6 salient6.com in Bellevue, WA. Designers/builders of portals/applications that drive business results & a prototype Sales Enablement tool to “increase the productivity of your sales force”. Salient6 is a consulting company creating end-to-end solutions that realize the full business value of the SharePoint platform.",Out of Business,,USA,,,,,,,,20 January 2023
,,"Salire salire.com @saliresales sales enablement company reclaiming the wasted time in a sales person's day. Products designed to help Sales Leaders be more effective at managing both their teams & the client. Seattle, WA",Out of Business,,USA,,,,,4/9/2020,,,22 January 2023
,,"SAM (Sales Accelerator Matrix) SAM.Coach @samcoachai powered by AI. Intuitive platform with human-like intelligence calibrated for improving sales forecast accuracy & generating more sales. Helps salespeople increase ROI on their selling time. Enables BDMs, AMs, Pre-sales consultants effectively capture & validate critical customer information, which ultimately underpins the accuracy of sales forecast. By leveraging a common & objective platform, SAM also helps sales managers reduce time & increase effectiveness when providing accounts review, win/loss analysis & coaching. The startup has three objectives, 1. increase ROI on salespeople’s selling time (& sales managers’ time on accounts review, win/loss analysis & coaching); 2. improve sales forecast accuracy, & 3. eliminate the need to manually enter information into CRMs. Sydney, Australia",Active,http://sam.coach,Australia,SaaS,"Sales Enablement,Call Coaching",https://twitter.com/samcoachai,,,B2B,,10 May 2024
,"Sana Labs AB,Workday","Sana sana.ai sanalabs.com @sanalabs AI tools for human knowledge. Enterprise-ready generative AI. Advancing knowledge with artificial intelligence: Sana is an AI company pioneering the next generation of knowledge tools for the enterprise. Learning platform: AI that helps you create, share, & manage knowledge at scale. Assistant platform: Work smarter with AI assistants that understand everything your company knows. Sana Labs AB, reg. no. 559060–6579, Stockholm, Sweden. PLEASANTON, Calif., Nov. 4, 2025 /PRNewswire/ -- Workday, Inc. (NASDAQ: WDAY), the enterprise AI platform for managing people, money, and agents, today announced it has completed its acquisition of Sana, a leading AI company building the next generation of enterprise knowledge tools. The addition of Sana will make Workday the new front door for work – bringing a company's most critical applications and insights into Workday's platform, enabling employees to start and complete their day in Workday — without needing to switch contexts. ","Active,Acquired",https://sanalabs.com,"UK,USA,Sweden","SaaS,ML","training / onboarding,learning management system,knowledge management,LMS,searching finding discovery",https://x.com/sanalabs,,,B2B,https://newsroom.workday.com/2025-11-04-Workday-Completes-Acquisition-of-Sana,8 December 2025
141,SAP,"SAP litmos.com SAP Litmos Learning Management System (LMS) powers training for today’s intelligent enterprise. LMS, Commerce platform, & content-rich course catalog that make it easy to manage the entire learning program from system implementation & integration to ongoing administration. Empowers organizations to align corporate training with the company’s most important strategic goals. Offers a SaaS-based learning management system that enables trainers to merge media-rich content with seamless online delivery. Dublin, California, USA. 12-Sep-2024, WALLDORF — SAP SE (NYSE: SAP) announced it completed its acquisition of WalkMe Ltd., a digital adoption platform company listed on the Nasdaq Global Select Market (NASDAQ: WKME). WalkMe’s technology enables workflow execution across business software applications, improving user experience and adoption and supporting business transformation. WalkMeX’s AI capabilities will supercharge SAP’s copilot Joule with context-aware and proactive help across workflows, allowing users to become more productive.","Acquired,Active",https://www.litmos.com,USA,,,https://twitter.com/litmos,https://www.crunchbase.com/organization/litmos,,,,7 November 2025
141,SAP,"SAP, the German enterprise software giant, announced it acquired CallidusCloud for $2.4 billion on Jan 29, 2018. (Callidus Software Inc. had purchased iCentera) SAP had also made an investment in SAVO but SAVO was acquired by Seismic May 8, 2018. Sales Enablement revenue is not published for SAP, but they have established SaaS solutions for CRM, Sales Forecasting, CPQ, Enablement, CLM, Marketing Automation, Commissions, LMS. https://www.sap.com/products/acquired-brands/what-is-calliduscloud.html 12-Sep-2024, WALLDORF — SAP SE (NYSE: SAP) announced it completed its acquisition of WalkMe Ltd., a digital adoption platform company listed on the Nasdaq Global Select Market (NASDAQ: WKME). WalkMe’s technology enables workflow execution across business software applications, improving user experience and adoption and supporting business transformation. WalkMeX’s AI capabilities will supercharge SAP’s copilot Joule with context-aware and proactive help across workflows, allowing users to become more productive.","Rebranding,publicly-traded company",https://www.sap.com,"Germany,USA",SaaS,Sales Enablement,,,,,https://www.sap.com/products/acquired-brands/what-is-calliduscloud.html,7 November 2025
142,"Seismic,Permira permira.com Global investment firm","SAVO Group savogroup.com (Investment from SAP) KnowledgeTree was acquired by SAVO Group; announced Jun 12, 2017. Then on May 8, 2018, it was announced that Seismic acquires SAVO Group (See Seismic)",Acquired,https://seismic.com,USA,,,,,,,,13 February 2025
143,SCAURA BV,"Scaura scaura.com founded 2015 in Amsterdam. Mission: Help companies to drive their B2B sales results via an easy to use & intuitive software platform which brings digital content via a branded application to the fingertips of sales teams & enables them to support any client interaction with relevant content, in the most efficient way. “Sales Presentations made easy! Easy to use & low-cost Sales Presentation solution to drive your B2B Sales. Helps improving Customer Buying Experiences. The platform analyzes what resonates with prospects & clients in an engaging branded environment. Engage prospects with the right sales content. Anytime & anywhere. Digital marketing, knowledge sharing & effective sales enablement are increasingly important in today’s B-2-B world. Makes it easy for your sales team to find, present & share the latest sales content – even when they’re offline. Your team is ready whenever the time calls for it. We give you a dedicated channel so, you can align your sales teams with a dynamic stream of sales content. Your sales team will have an effective Sales Presentation tool which will make their work easier & more effective.” Amsterdam, Netherlands / Dutch",Active,https://scaura.com,Netherlands,,,,,,,,18 July 2025
,,Scepos scepos.com Netherlands based / Dutch,Out of Business,,Netherlands,,,,,,,,20 January 2023
,SCIOLYTIX INC.,"Sciolytix sciolytix.com @sciolytix software company revolutionizing the way organizations onboard & develop people, & align training with performance. Through experiential learning & predictive analytics, we are changing the way organizations onboard & develop people, & align training with performance. UPtick Sales Simulation Training Ecosystem: Unlock the power of immersive 3D simulations for all organizations to train & develop their sales teams. UPtick: The Practice Simulator for Salespeople: 3D immersive simulations & analytics to onboard & develop salespeople more effectively. Enables reps to practice the real-life customer interactions they face. Like playing a video game, reps work their way through challenging scenarios & receive consistent, expert feedback from UPtick’s virtual coach. Simulators are effective tools for developing mission-critical skills: Challenging, engaging video game-like experience applied to sales training. Creates an emotional connection to training content that drives repetition. Extensive simulation library, fully customizable to your selling situation. Founded 1998. New York, NY, USA SCIOLYTIX INC. DigitalChalk digitalchalk.uk is a product of Sciolytix: Learning Management System. No matter who you train, from our platform to our people, DigitalChalk provides the functionality & expertise you need for your eLearning program.",Active,https://digitalchalk.uk,USA,"3D,VR",learning management system,https://twitter.com/sciolytix,https://www.crunchbase.com/organization/sciolytix,,B2B,,12 April 2025
,Scitodate B.V.,"pitchgpt https://www.linkedin.com/products/scitodate-pitchgpt/ sales enablement software by scitodate ai https://scitodate.com Easily generate tailored sales and recruitment messages. Introducing PitchGPT, a cutting-edge Chrome extension by Scitodate, designed to revolutionize your professional networking experience. With the power of GPT-4, PitchGPT generates highly personalized LinkedIn messages and emails, enabling you to sell products or services, recruit top talent, and expand your professional network seamlessly. Sales Messaging - Boost your outreach and conversion rates with messages designed to sell your products or services. Simply provide your product or service name along with a brief description, and it will create customized messages that resonate with your target audience. A product of Scitodate BV https://scitodate.com a Dutch company based in Amsterdam",Active,https://www.linkedin.com/products/scitodate-pitchgpt/,Netherlands,"ML,SaaS",Sales Enablement,https://x.com/scitodate,,,B2B,,6 June 2025
,Scitodate B.V.,"Unblockly https://unblockly.ai AI integration tool that can enable AI use in companies by making AI accessible in common business tools like Google Sheet, email, Slack, etc. LinkedIn prospecting in Google Sheets. Discover companies, identify prospects, and build relationships faster directly from Google Sheets using powerful AI-driven search. Unblockly is a product of Scitodate BV https://scitodate.com a Dutch company based in Amsterdam",Active,https://unblockly.ai,Netherlands,"ML,SaaS",prospecting,https://x.com/scitodate,,,B2B,,6 June 2025
96,"""Observe.AI d/b/a Z21 Labs, Inc.""","ScopeAI getscopeai.com @ScopeAI automatically extracts actionable insights from customer service conversations using NLP (Neuro-linguistic programming). San Francisco, CA, USA. Also known as Quiki. 31-Aug-2021, Observe.AI acquires ScopeAI (to advance omni-channel ambitions) for an undisclosed amount. San Francisco, California, US. Z21 Labs, Inc. Observe.AI’s new Generative AI Suite empowers agents throughout the entire customer interaction process, improving performance & productivity every step of the way. Knowledge AI: Answer customer questions faster & better than before","Acquired,Rebranding",https://www.observe.ai,USA,"ML,SaaS",,https://twitter.com/scopeai,https://www.crunchbase.com/organization/quiki,3/7/2021,B2B,https://www.crunchbase.com/organization/quiki,12 April 2025
,Scopify Intel Inc. d/b/a Scopify,"Scopify AI scopify.ai https://scopify.ai @Scopify_ai Google your next customer! No more email, phone number, job titles, firmographic data based spray & pray. Scopify’s AI gives you Budget, Authority, Need, Timeline (BANT Intel) on leads & prepares outreach scripts which get you more qualified meetings. Platform that gives you the intelligence that pre-qualifies your leads for you. Decision Maker engagement with on demand personalized sales outreach scripts. Toronto, Ontario, Canada. Scopify Intel Inc. d/b/a Scopify",Out of Business,,Canada,,,,,23/10/2024,B2B,,12 April 2025
,"""Scratchpad, Inc.""","Scratchpad scratchpad.com https://x.com/scratchpad former @scratchpad_ai Update Salesforce faster with Scratchpad. Designed specifically for AEs to reduce clicks, tab switching, & admin work. THE REVENUE TEAM WORKSPACE: Improve your sales performance. Workspace built for sales - with account executives in mind, which means speed. Combines sales notes, spreadsheets, tasks, Kanban boards, search, collaboration, & sales process adherence in one simple & intuitive workspace - connected to Salesforce to eliminate all those tabs & double work. End scattered sales data: Eliminate the spread of high value sales data across sheets, docs, & apps. Scratchpad consolidates valuable sales data in a workspace that syncs instantly with Salesforce. No more reps copying & pasting from random apps & no more missing sales data. Scratchpad, Inc. California, USA",Active,https://scratchpad.com,USA,,,https://x.com/scratchpad,,,,https://martechseries.com/sales-marketing/crm/scratchpad-secures-13-million-series-funding-bring-comprehensive-workspace-revenue-teams/,6 November 2025
,SCREENAPP PTY LTD,"ScreenApp former screenapp.ai now https://screenapp.io https://twitter.com/screenappio unlock the power of corporate video content. Unify your videos in one comprehensive knowledge workspace. Get answers from your videos. Fast & efficient way to capture your screen & extract insights. Record your screen, transcribe it & transform your content into valuable knowledge. Say goodbye to note-taking. Need to record, store & extract knowledge from high-value videos? By using AI to extract insights & present them in a user-friendly format, ScreenApp can help users access the information they need without having to manually watch through all of their videos. Import all your videos into the platform & ask questions in natural language, just like talking to a person who had watched all of the videos. The AI-powered system provides relevant answers to the user’s queries, making it easy to find the information they need. Sydney, New South Wales, Australia. SCREENAPP PTY LTD","Active,Rebranding",https://screenapp.io,Australia,"SaaS,video","CMS,knowledge management,searching finding discovery,video",https://twitter.com/screenappio,,,B2B,,24 October 2025
